dataset,method,concatenation,num_trees,num_examples,description,max_tree_depth,temperature,split,iter,accuracy,f1_score
acl,gpt-4o,True,5,1,False,0,0,33/67,0,0.5,0.28125
acl,gpt-4o,True,5,1,False,0,0,33/67,1,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,0,0,33/67,2,0.5416666666666666,0.41025641025641024
acl,gpt-4o,True,5,1,False,0,0,33/67,3,0.5,0.28125
acl,gpt-4o,True,5,1,False,0,0,33/67,4,0.5,0.3611111111111111
acl,gpt-4o,True,5,1,False,0,0,50/50,0,0.5694444444444444,0.5296442687747036
acl,gpt-4o,True,5,1,False,0,0,50/50,1,0.5,0.2916666666666667
acl,gpt-4o,True,5,1,False,0,0,50/50,2,0.5142857142857142,0.5142857142857142
acl,gpt-4o,True,5,1,False,0,0,50/50,3,0.5928571428571429,0.575
acl,gpt-4o,True,5,1,False,0,0,50/50,4,0.5,0.34615384615384615
acl,gpt-4o,True,5,1,False,0,0,67/33,0,0.5,0.29411764705882354
acl,gpt-4o,True,5,1,False,0,0,67/33,1,0.6428571428571428,0.5555555555555556
acl,gpt-4o,True,5,1,False,0,0,67/33,2,0.5625,0.5
acl,gpt-4o,True,5,1,False,0,0,67/33,3,0.5625,0.5555555555555556
acl,gpt-4o,True,5,1,False,0,0,67/33,4,0.5857142857142856,0.5804195804195804
acl,gpt-4o,True,5,1,False,0,0.5,33/67,0,0.5,0.28125
acl,gpt-4o,True,5,1,False,0,0.5,33/67,1,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,0,0.5,33/67,2,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,0,0.5,33/67,3,0.5,0.28125
acl,gpt-4o,True,5,1,False,0,0.5,33/67,4,0.3307692307692308,0.32748538011695905
acl,gpt-4o,True,5,1,False,0,0.5,50/50,0,0.5763888888888888,0.5641025641025641
acl,gpt-4o,True,5,1,False,0,0.5,50/50,1,0.5,0.2916666666666667
acl,gpt-4o,True,5,1,False,0,0.5,50/50,2,0.5642857142857143,0.5641025641025641
acl,gpt-4o,True,5,1,False,0,0.5,50/50,3,0.6642857142857143,0.6640316205533596
acl,gpt-4o,True,5,1,False,0,0.5,50/50,4,0.5694444444444444,0.5296442687747036
acl,gpt-4o,True,5,1,False,0,0.5,67/33,0,0.4714285714285714,0.37777777777777777
acl,gpt-4o,True,5,1,False,0,0.5,67/33,1,0.6142857142857143,0.5804195804195804
acl,gpt-4o,True,5,1,False,0,0.5,67/33,2,0.5625,0.5
acl,gpt-4o,True,5,1,False,0,0.5,67/33,3,0.6875,0.5804195804195804
acl,gpt-4o,True,5,1,False,0,0.5,67/33,4,0.7285714285714285,0.7333333333333334
acl,gpt-4o,True,5,1,False,0,1,33/67,0,0.6547619047619048,0.6461538461538461
acl,gpt-4o,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,gpt-4o,True,5,1,False,0,1,33/67,3,0.6587301587301587,0.6057142857142856
acl,gpt-4o,True,5,1,False,0,1,33/67,4,0.4807692307692308,0.4772727272727273
acl,gpt-4o,True,5,1,False,0,1,50/50,0,0.6388888888888888,0.6357142857142857
acl,gpt-4o,True,5,1,False,0,1,50/50,1,0.55,0.3952569169960475
acl,gpt-4o,True,5,1,False,0,1,50/50,2,0.5857142857142856,0.5824561403508772
acl,gpt-4o,True,5,1,False,0,1,50/50,3,0.6571428571428571,0.6458333333333333
acl,gpt-4o,True,5,1,False,0,1,50/50,4,0.5,0.34615384615384615
acl,gpt-4o,True,5,1,False,0,1,67/33,0,0.7857142857142857,0.7482517482517483
acl,gpt-4o,True,5,1,False,0,1,67/33,1,0.6142857142857143,0.5804195804195804
acl,gpt-4o,True,5,1,False,0,1,67/33,2,0.5625,0.5555555555555556
acl,gpt-4o,True,5,1,False,0,1,67/33,3,0.625,0.5804195804195804
acl,gpt-4o,True,5,1,False,0,1,67/33,4,0.7571428571428571,0.7482517482517483
acl,gemini,True,5,1,False,0,0,33/67,0,0.6190476190476191,0.6057142857142856
acl,gemini,True,5,1,False,0,0,33/67,1,0.45454545454545453,0.30303030303030304
acl,gemini,True,5,1,False,0,0,33/67,2,0.5,0.3235294117647059
acl,gemini,True,5,1,False,0,0,33/67,3,0.5634920634920635,0.5576923076923077
acl,gemini,True,5,1,False,0,0,33/67,4,0.4192307692307692,0.4171539961013645
acl,gemini,True,5,1,False,0,0,50/50,0,0.5,0.34615384615384615
acl,gemini,True,5,1,False,0,0,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,0,0,50/50,2,0.34285714285714286,0.343859649122807
acl,gemini,True,5,1,False,0,0,50/50,3,0.5,0.37037037037037035
acl,gemini,True,5,1,False,0,0,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,0,0,67/33,0,0.6428571428571428,0.5555555555555556
acl,gemini,True,5,1,False,0,0,67/33,1,0.6428571428571428,0.5555555555555556
acl,gemini,True,5,1,False,0,0,67/33,2,0.5625,0.5555555555555556
acl,gemini,True,5,1,False,0,0,67/33,3,0.5625,0.5555555555555556
acl,gemini,True,5,1,False,0,0,67/33,4,0.5,0.3684210526315789
acl,gemini,True,5,1,False,0,0.5,33/67,0,0.6190476190476191,0.6057142857142856
acl,gemini,True,5,1,False,0,0.5,33/67,1,0.45454545454545453,0.30303030303030304
acl,gemini,True,5,1,False,0,0.5,33/67,2,0.5416666666666666,0.41025641025641024
acl,gemini,True,5,1,False,0,0.5,33/67,3,0.4920634920634921,0.4772727272727273
acl,gemini,True,5,1,False,0,0.5,33/67,4,0.25384615384615383,0.25523809523809526
acl,gemini,True,5,1,False,0,0.5,50/50,0,0.5694444444444444,0.5296442687747036
acl,gemini,True,5,1,False,0,0.5,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,0,0.5,50/50,2,0.4928571428571428,0.48484848484848486
acl,gemini,True,5,1,False,0,0.5,50/50,3,0.5,0.37037037037037035
acl,gemini,True,5,1,False,0,0.5,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,0,0.5,67/33,0,0.5714285714285714,0.4375
acl,gemini,True,5,1,False,0,0.5,67/33,1,0.5,0.29411764705882354
acl,gemini,True,5,1,False,0,0.5,67/33,2,0.4375,0.4125874125874126
acl,gemini,True,5,1,False,0,0.5,67/33,3,0.4375,0.4125874125874126
acl,gemini,True,5,1,False,0,0.5,67/33,4,0.5,0.3684210526315789
acl,gemini,True,5,1,False,0,1,33/67,0,0.6190476190476191,0.6057142857142856
acl,gemini,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,gemini,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,gemini,True,5,1,False,0,1,33/67,3,0.6547619047619048,0.6461538461538461
acl,gemini,True,5,1,False,0,1,33/67,4,0.3423076923076923,0.34285714285714286
acl,gemini,True,5,1,False,0,1,50/50,0,0.6944444444444444,0.6886446886446886
acl,gemini,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,gemini,True,5,1,False,0,1,50/50,2,0.4642857142857143,0.4631578947368421
acl,gemini,True,5,1,False,0,1,50/50,3,0.5,0.37037037037037035
acl,gemini,True,5,1,False,0,1,50/50,4,0.5,0.34615384615384615
acl,gemini,True,5,1,False,0,1,67/33,0,0.5714285714285714,0.4375
acl,gemini,True,5,1,False,0,1,67/33,1,0.4714285714285714,0.37777777777777777
acl,gemini,True,5,1,False,0,1,67/33,2,0.3125,0.3142857142857143
acl,gemini,True,5,1,False,0,1,67/33,3,0.4375,0.4125874125874126
acl,gemini,True,5,1,False,0,1,67/33,4,0.6285714285714286,0.625
acl,claude,True,5,1,False,0,0,33/67,0,0.6547619047619048,0.6461538461538461
acl,claude,True,5,1,False,0,0,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,0,33/67,2,0.625,0.5548387096774194
acl,claude,True,5,1,False,0,0,33/67,3,0.4920634920634921,0.4772727272727273
acl,claude,True,5,1,False,0,0,33/67,4,0.4807692307692308,0.4772727272727273
acl,claude,True,5,1,False,0,0,50/50,0,0.5694444444444444,0.5296442687747036
acl,claude,True,5,1,False,0,0,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,0,0,50/50,2,0.4928571428571428,0.48484848484848486
acl,claude,True,5,1,False,0,0,50/50,3,0.5,0.37037037037037035
acl,claude,True,5,1,False,0,0,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,0,0,67/33,0,0.7142857142857143,0.6571428571428571
acl,claude,True,5,1,False,0,0,67/33,1,0.5714285714285714,0.4375
acl,claude,True,5,1,False,0,0,67/33,2,0.5625,0.5
acl,claude,True,5,1,False,0,0,67/33,3,0.4375,0.4125874125874126
acl,claude,True,5,1,False,0,0,67/33,4,0.5,0.3684210526315789
acl,claude,True,5,1,False,0,0.5,33/67,0,0.5476190476190476,0.5217391304347826
acl,claude,True,5,1,False,0,0.5,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,0.5,33/67,2,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,0.5,33/67,3,0.42063492063492064,0.39015151515151514
acl,claude,True,5,1,False,0,0.5,33/67,4,0.5,0.3611111111111111
acl,claude,True,5,1,False,0,0.5,50/50,0,0.5763888888888888,0.5641025641025641
acl,claude,True,5,1,False,0,0.5,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,0,0.5,50/50,2,0.5,0.37037037037037035
acl,claude,True,5,1,False,0,0.5,50/50,3,0.6428571428571428,0.6222222222222222
acl,claude,True,5,1,False,0,0.5,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,0,0.5,67/33,0,0.4714285714285714,0.37777777777777777
acl,claude,True,5,1,False,0,0.5,67/33,1,0.4714285714285714,0.37777777777777777
acl,claude,True,5,1,False,0,0.5,67/33,2,0.4375,0.4375
acl,claude,True,5,1,False,0,0.5,67/33,3,0.5,0.4857142857142857
acl,claude,True,5,1,False,0,0.5,67/33,4,0.6571428571428571,0.6571428571428571
acl,claude,True,5,1,False,0,1,33/67,0,0.38095238095238093,0.38076923076923075
acl,claude,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,1,33/67,3,0.5119047619047619,0.4772727272727273
acl,claude,True,5,1,False,0,1,33/67,4,0.5,0.3611111111111111
acl,claude,True,5,1,False,0,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,claude,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,0,1,50/50,2,0.44285714285714284,0.43956043956043955
acl,claude,True,5,1,False,0,1,50/50,3,0.5071428571428571,0.4631578947368421
acl,claude,True,5,1,False,0,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,0,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,claude,True,5,1,False,0,1,67/33,1,0.5714285714285714,0.4375
acl,claude,True,5,1,False,0,1,67/33,2,0.5625,0.5555555555555556
acl,claude,True,5,1,False,0,1,67/33,3,0.5625,0.5
acl,claude,True,5,1,False,0,1,67/33,4,0.5,0.3684210526315789
bankruptcy,gpt-4o,True,5,1,False,0,0,33/67,0,0.8280701754385965,0.8229166666666667
bankruptcy,gpt-4o,True,5,1,False,0,0,33/67,1,0.8333333333333333,0.8210526315789474
bankruptcy,gpt-4o,True,5,1,False,0,0,33/67,2,0.7947368421052632,0.7925021795989537
bankruptcy,gpt-4o,True,5,1,False,0,0,33/67,3,0.8321428571428571,0.8418604651162791
bankruptcy,gpt-4o,True,5,1,False,0,0,33/67,4,0.887719298245614,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,0,0,50/50,0,0.9166666666666667,0.9166666666666667
bankruptcy,gpt-4o,True,5,1,False,0,0,50/50,1,0.842948717948718,0.8397435897435898
bankruptcy,gpt-4o,True,5,1,False,0,0,50/50,2,0.8020833333333333,0.8161764705882353
bankruptcy,gpt-4o,True,5,1,False,0,0,50/50,3,0.9090909090909092,0.9166666666666667
bankruptcy,gpt-4o,True,5,1,False,0,0,50/50,4,0.8666666666666667,0.8397435897435898
bankruptcy,gpt-4o,True,5,1,False,0,0,67/33,0,0.8712121212121212,0.8712121212121212
bankruptcy,gpt-4o,True,5,1,False,0,0,67/33,1,0.7708333333333333,0.7638888888888888
bankruptcy,gpt-4o,True,5,1,False,0,0,67/33,2,0.9166666666666667,0.9328063241106719
bankruptcy,gpt-4o,True,5,1,False,0,0,67/33,3,0.9285714285714286,0.9377289377289377
bankruptcy,gpt-4o,True,5,1,False,0,0,67/33,4,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,0,0.5,33/67,0,0.887719298245614,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,0,0.5,33/67,1,0.7395833333333333,0.7350649350649351
